Sentence,Sentiment,processed_text,sentiment_text
"Maggie Ramsey 's wait - and those of thousands of Oregon and Washington guides , anglers and others who flock to his frequent seminars - is nearly over .",neutral,"Maggie Ramsey 's wait - and those of thousands of Oregon and Washington guides , anglers and others who flock to his frequent seminars - is nearly over .",
"The OMX Helsinki index was down 0.34 pct at 8,256.02 on turnover of 813.191 mln eur .",negative,"The OMX Helsinki index was down 0.34 pct at 8,256.02 on turnover of 813.191 mln eur .",
"Nokia said it still expects to sell 150 more million Symbian devices in years to come , giving an indication of how it expects the Phone 7 handoff to work .",neutral,"Nokia said it still expects to sell 150 more million Symbian devices in years to come , giving an indication of how it expects the Phone 7 handoff to work .",
Subscription sales decreased slightly .,negative,Subscription sales decreased slightly .,
"The Group 's consolidated net sales for 2009 totaled 1.5 billion euros and it employs approximately 10,000 persons .",neutral,"The Group 's consolidated net sales for 2009 totaled 1.5 billion euros and it employs approximately 10,000 persons .",
TELECOMWORLDWIRE-7 April 2006-TJ Group Plc sells stake in Morning Digital Design Oy Finnish IT company TJ Group Plc said on Friday 7 April that it had signed an agreement on selling its shares of Morning Digital Design Oy to Edita Oyj .,positive,TELECOMWORLDWIRE-7 April 2006-TJ Group Plc sells stake in Morning Digital Design Oy Finnish IT company TJ Group Plc said on Friday 7 April that it had signed an agreement on selling its shares of Morning Digital Design Oy to Edita Oyj .,
$RNN staying above the open a very good sign!!!,positive,$RNN staying above the open a very good sign!!!,
A comprehensive range of cut-to-length and slitting services will allow Ruukki in particular to serve light engineering customers who relocate their production to the St. Petersburg area .,neutral,A comprehensive range of cut-to-length and slitting services will allow Ruukki in particular to serve light engineering customers who relocate their production to the St. Petersburg area .,
The new policy was also aimed at making the companies more profitable and competitive .,positive,The new policy was also aimed at making the companies more profitable and competitive .,
"Centrica extends gas deals with Gazprom, Statoil",positive,"Centrica extends gas deals with Gazprom, Statoil",
"Finnish Food Workers ' Union SEL plans to hasten its collective bargaining with a two-day strike that would begin on 7 April 2010 , in Finland .",negative,"Finnish Food Workers ' Union SEL plans to hasten its collective bargaining with a two-day strike that would begin on 7 April 2010 , in Finland .",
"The building will house , for example , Respecta Oy 's Jyvaskyla premises , as well as other companies to be announced later , says Samuel Koivisto , Director of Technopolis operations in Jyvaskyla .",neutral,"The building will house , for example , Respecta Oy 's Jyvaskyla premises , as well as other companies to be announced later , says Samuel Koivisto , Director of Technopolis operations in Jyvaskyla .",
"Compagnie de Financement Foncier - Is to issue a benchmark , 10 year covered deal in Euros .",neutral,"Compagnie de Financement Foncier - Is to issue a benchmark , 10 year covered deal in Euros .",
$ETN UPGRADE today by MS to overweight.  Excellent company and leadership,positive,$ETN UPGRADE today by MS to overweight. Excellent company and leadership,
The appointments will be in force until the new CEO has been appointed .,neutral,The appointments will be in force until the new CEO has been appointed .,
"HK Ruokatalo now accounts for about 50 % of poultry sales in Finland , and profitability is at a good level .",positive,"HK Ruokatalo now accounts for about 50 % of poultry sales in Finland , and profitability is at a good level .",
"Tikkurila has an interesting growth strategy , which we support .",neutral,"Tikkurila has an interesting growth strategy , which we support .",
$TSLA announces a recall and the stock doesn't sell off. This stock is teflon. Won't last forever.,positive,$TSLA announces a recall and the stock doesn't sell off. This stock is teflon. Won't last forever.,
"The estimated value of the contract is EUR12 .4 m. Vaisala , headquartered in Helsinki in Finland , develops and manufactures electronic measurement systems for meteorology , environmental sciences , traffic and industry .",neutral,"The estimated value of the contract is EUR12 .4 m. Vaisala , headquartered in Helsinki in Finland , develops and manufactures electronic measurement systems for meteorology , environmental sciences , traffic and industry .",
2 Turnaround Buys For 2016? BHP Billiton plc And Home Retail Group Plc,positive,2 Turnaround Buys For 2016? BHP Billiton plc And Home Retail Group Plc,
Pivotal Research upgrading $GOOGL to buy.  https://t.co/LSahepdqhD    #stocktrading,positive,Pivotal Research upgrading $GOOGL to buy. #stocktrading,
"We can choose the most efficient , best overall value option for our customers already at the bidding stage .",positive,"We can choose the most efficient , best overall value option for our customers already at the bidding stage .",
New recommendation from Carl Kirst of BMO Capital Markets for $WMB is BUY.Price target is $62:http://stks.co/t0S0r,positive,New recommendation from Carl Kirst of BMO Capital Markets for $WMB is BUY.Price target is $62:,
"The maximum obligated total trades per day is ISK 400,000,000 market value .",neutral,"The maximum obligated total trades per day is ISK 400,000,000 market value .",
Each share is entitled to one vote .,neutral,Each share is entitled to one vote .,
Citigroup to Sell OneMain to Springleaf for $4.25 Billion,positive,Citigroup to Sell OneMain to Springleaf for $4.25 Billion,
Peigs www.peigs.se will become part of Sardus Latta Maltider Light Meals unit .,neutral,Peigs will become part of Sardus Latta Maltider Light Meals unit .,
"W+ñrtsil+ñ 's solution has been selected for its low fuel consumption , environmentally sound technology , and global service support .",positive,"W+ñrtsil+ñ 's solution has been selected for its low fuel consumption , environmentally sound technology , and global service support .",
"According to Heikkil+ñ , more than just `` refreshment and energy '' will soon be found in soft drinks also in Finland .",neutral,"According to Heikkil+ñ , more than just `` refreshment and energy '' will soon be found in soft drinks also in Finland .",
The order was valued at USD12 .2 m.,neutral,The order was valued at USD12 .2 m.,
The contract is worth some EUR 1 million .,neutral,The contract is worth some EUR 1 million .,
"ADP News - Nov 6 , 2008 - Finnish retail software developer Aldata Solution Oyj OMX : ALD1V said today that it swung to a net profit of EUR 2.1 million USD 2.7 m for the first nine months of 2008 versus a net loss of EU",positive,"ADP News - Nov 6 , 2008 - Finnish retail software developer Aldata Solution Oyj OMX : ALD1V said today that it swung to a net profit of EUR 2.1 million USD 2.7 m for the first nine months of 2008 versus a net loss of EU",
"Operating profit totalled EUR 9.6 mn , down from EUR 42.0 mn the year before .",neutral,"Operating profit totalled EUR 9.6 mn , down from EUR 42.0 mn the year before .",
The company reiterates its outlook for 2009 .,neutral,The company reiterates its outlook for 2009 .,
"Product deliveries will not be interrupted , the refiner said , giving no financial details .",neutral,"Product deliveries will not be interrupted , the refiner said , giving no financial details .",
The issue came up in connection with discussion with local municipalities concerning the sale of water to industrial facilities .,neutral,The issue came up in connection with discussion with local municipalities concerning the sale of water to industrial facilities .,
